Date,Nav,Shares Outstanding,Total Net Assets,,,,,,,,,,
06-Oct-2014,196.27112,898932116.0,176434413032.76,,,,,,,,,,
03-Oct-2014,196.573312,902382116.0,177384241075.49,,,,,,,,,,
02-Oct-2014,194.404764,903132116.0,175573185883.74,,,,,,,,,,
01-Oct-2014,194.387724,913382116.0,177550270592.05,,,,,,,,,,
30-Sep-2014,196.976978,915732116.0,180378145234.32,,,,,,,,,,
29-Sep-2014,197.516384,920532116.0,181820174661.79,,,,,,,,,,
26-Sep-2014,198.003916,927232116.0,183595590419.81,,,,,,,,,,
25-Sep-2014,196.286519,942582116.0,185016162177.9,,,,,,,,,,
24-Sep-2014,199.510633,928032116.0,185152274793.61,,,,,,,,,,
23-Sep-2014,197.957747,920082116.0,182137383106.92,,,,,,,,,,
22-Sep-2014,199.087455,910832116.0,181335247703.25,,,,,,,,,,
19-Sep-2014,200.694503,901632116.0,180952609465.48,,,,,,,,,,
18-Sep-2014,201.728967,899332116.0,181421339020.74,,,,,,,,,,
17-Sep-2014,200.723294,892932116.0,179232275420.08,,,,,,,,,,
16-Sep-2014,200.46057,874732116.0,175349298316.5,,,,,,,,,,
15-Sep-2014,198.977082,872732116.0,173653689549.34,,,,,,,,,,
12-Sep-2014,199.116617,871782116.0,173586305610.98,,,,,,,,,,
11-Sep-2014,200.300528,870282116.0,174317967192.22,,,,,,,,,,
10-Sep-2014,200.070548,864532116.0,172967413898.58,,,,,,,,,,
09-Sep-2014,199.327305,865882116.0,172593948736.52,,,,,,,,,,
08-Sep-2014,200.631279,863582116.0,173261584385.2,,,,,,,,,,
05-Sep-2014,201.212841,861332116.0,173311081979.11,,,,,,,,,,
04-Sep-2014,200.206339,864582116.0,173094820614.12,,,,,,,,,,
03-Sep-2014,200.506799,867182116.0,173875910490.88,,,,,,,,,,
02-Sep-2014,200.62645,864232116.0,173387821282.12,,,,,,,,,,
29-Aug-2014,200.72639,860382116.0,172701395832.49,,,,,,,,,,
28-Aug-2014,200.05041,857932116.0,171629671963.33,,,,,,,,,,
27-Aug-2014,200.361454,860482116.0,172407447932.25,,,,,,,,,,
26-Aug-2014,200.310712,857632116.0,171792899871.61,,,,,,,,,,
25-Aug-2014,200.100076,858282116.0,171742317043.42,,,,,,,,,,
22-Aug-2014,199.147596,852482116.0,169769764129.76,,,,,,,,,,
21-Aug-2014,199.517613,861432116.0,171870879843.4,,,,,,,,,,
20-Aug-2014,198.928456,858432116.0,170766575509.07,,,,,,,,,,
19-Aug-2014,198.426436,846132116.0,167894980551.87,,,,,,,,,,
18-Aug-2014,197.40412,841032116.0,166023204343.3,,,,,,,,,,
15-Aug-2014,195.727915,855332116.0,167412372021.82,,,,,,,,,,
14-Aug-2014,195.718848,845882116.0,165555073006.1,,,,,,,,,,
13-Aug-2014,194.86584,838432116.0,163381778743.28,,,,,,,,,,
12-Aug-2014,193.523862,838432116.0,162256620867.34,,,,,,,,,,
11-Aug-2014,193.830346,825732116.0,160051941755.16,,,,,,,,,,
08-Aug-2014,193.263618,816732116.0,157844604082.14,,,,,,,,,,
07-Aug-2014,191.064359,825632116.0,157748871254.79,,,,,,,,,,
06-Aug-2014,192.083171,821332116.0,157764077095.43,,,,,,,,,,
05-Aug-2014,192.022802,835082116.0,160354808048.51,,,,,,,,,,
04-Aug-2014,193.878667,879232116.0,170464350347.43,,,,,,,,,,
01-Aug-2014,192.49763,889332116.0,171194324802.53,,,,,,,,,,
31-Jul-2014,193.044021,895032116.0,172780598992.82,,,,,,,,,,
30-Jul-2014,196.961288,893732116.0,176030628358.53,,,,,,,,,,
29-Jul-2014,196.915651,862682116.0,169875610749.71,,,,,,,,,,
28-Jul-2014,197.800927,856532116.0,169422846756.01,,,,,,,,,,
25-Jul-2014,197.744036,856282116.0,169324681205.83,,,,,,,,,,
24-Jul-2014,198.702763,856432116.0,170175427601.25,,,,,,,,,,
23-Jul-2014,198.602805,856082116.0,170020309520.7,,,,,,,,,,
22-Jul-2014,198.254328,850132116.0,168542371448.95,,,,,,,,,,
21-Jul-2014,197.267478,854882116.0,168640439328.47,,,,,,,,,,
18-Jul-2014,197.719586,870482116.0,172111363166.47,,,,,,,,,,
17-Jul-2014,195.716229,877382116.0,171717918717.47,,,,,,,,,,
16-Jul-2014,198.035344,896432116.0,177525242510.44,,,,,,,,,,
15-Jul-2014,197.186153,880132116.0,173549866127.68,,,,,,,,,,
14-Jul-2014,197.565783,885482116.0,174940967511.52,,,,,,,,,,
11-Jul-2014,196.615496,881982116.0,173411351465.2,,,,,,,,,,
10-Jul-2014,196.309868,880632116.0,172876774169.83,,,,,,,,,,
09-Jul-2014,197.124343,875632116.0,172608405729.73,,,,,,,,,,
08-Jul-2014,196.202945,861732116.0,169074379363.45,,,,,,,,,,
07-Jul-2014,197.536061,862382116.0,170351566540.29,,,,,,,,,,
03-Jul-2014,198.305847,861632116.0,170866686187.06,,,,,,,,,,
02-Jul-2014,197.227439,865432116.0,170686959732.92,,,,,,,,,,
01-Jul-2014,197.086823,863382116.0,170161238203.53,,,,,,,,,,
30-Jun-2014,195.743307,860632116.0,168462976171.6,,,,,,,,,,
27-Jun-2014,195.808351,860882116.0,168567907745.65,,,,,,,,,,
26-Jun-2014,195.426696,863632116.0,168776771228.02,,,,,,,,,,
25-Jun-2014,195.624252,860382116.0,168311607860.35,,,,,,,,,,
24-Jun-2014,194.66825,854932116.0,166428139300.86,,,,,,,,,,
23-Jun-2014,195.911156,855632116.0,167627877376.39,,,,,,,,,,
20-Jun-2014,195.9371,846182116.0,165798469551.0,,,,,,,,,,
19-Jun-2014,196.535916,855732116.0,168182095262.53,,,,,,,,,,
18-Jun-2014,196.258911,849982116.0,166816564369.63,,,,,,,,,,
17-Jun-2014,194.763284,844932116.0,164561753531.15,,,,,,,,,,
16-Jun-2014,194.340092,840082116.0,163261635784.13,,,,,,,,,,
13-Jun-2014,194.177837,835782116.0,162290363783.71,,,,,,,,,,
12-Jun-2014,193.57314,835932116.0,161814004120.41,,,,,,,,,,
11-Jun-2014,194.892141,838082116.0,163335617634.56,,,,,,,,,,
10-Jun-2014,195.558668,834732116.0,163239100409.65,,,,,,,,,,
09-Jun-2014,195.606412,836182116.0,163562583574.5,,,,,,,,,,
06-Jun-2014,195.414368,837432116.0,163646267295.0,,,,,,,,,,
05-Jun-2014,194.492433,831682116.0,161755878316.06,,,,,,,,,,
04-Jun-2014,193.226661,830632116.0,160500270230.22,,,,,,,,,,
03-Jun-2014,192.829133,832332116.0,160497879953.57,,,,,,,,,,
02-Jun-2014,192.892021,836482116.0,161350726161.43,,,,,,,,,,
30-May-2014,192.736251,830982116.0,160160378044.67,,,,,,,,,,
29-May-2014,192.382646,829282116.0,159539487521.22,,,,,,,,,,
28-May-2014,191.336932,823782116.0,157619942696.08,,,,,,,,,,
27-May-2014,191.520538,816982116.0,156468854529.07,,,,,,,,,,
23-May-2014,190.385514,823232116.0,156731469276.45,,,,,,,,,,
22-May-2014,189.5836,810682116.0,153692033762.29,,,,,,,,,,
21-May-2014,189.113585,814082116.0,153953987535.62,,,,,,,,,,
20-May-2014,187.573021,814532116.0,152784250026.4,,,,,,,,,,
19-May-2014,188.78911,812182116.0,153331139145.03,,,,,,,,,,
16-May-2014,188.054493,827332116.0,155583521388.83,,,,,,,,,,
15-May-2014,187.356852,833282116.0,156121113680.59,,,,,,,,,,
14-May-2014,189.084826,836382116.0,158147166504.96,,,,,,,,,,
13-May-2014,189.938489,834532116.0,158509769296.27,,,,,,,,,,
12-May-2014,189.812448,834182116.0,158338149337.93,,,,,,,,,,
09-May-2014,187.993293,824782116.0,155053506245.85,,,,,,,,,,
08-May-2014,187.676003,826782116.0,155167163044.15,,,,,,,,,,
07-May-2014,187.886821,825182116.0,155040844575.23,,,,,,,,,,
06-May-2014,186.761831,826782116.0,154411341660.48,,,,,,,,,,
05-May-2014,188.446425,827582116.0,155954890926.61,,,,,,,,,,
02-May-2014,188.08229,830882116.0,156274210696.12,,,,,,,,,,
01-May-2014,188.337339,841682116.0,158520170427.35,,,,,,,,,,
30-Apr-2014,188.35254,852732116.0,160614260145.46,,,,,,,,,,
29-Apr-2014,187.784244,847782116.0,159200123469.48,,,,,,,,,,
28-Apr-2014,186.892884,838982116.0,156799787023.26,,,,,,,,,,
25-Apr-2014,186.280445,841982116.0,156844802881.67,,,,,,,,,,
24-Apr-2014,187.797495,844782116.0,158647964945.14,,,,,,,,,,
23-Apr-2014,187.473354,849782116.0,159311503372.23,,,,,,,,,,
22-Apr-2014,187.865138,853532116.0,160348928919.06,,,,,,,,,,
21-Apr-2014,187.100956,861232116.0,161137352286.46,,,,,,,,,,
18-Apr-2014,186.396227,861232116.0,160530416669.02,,,,,,,,,,
17-Apr-2014,186.396227,854432116.0,159262922325.42,,,,,,,,,,
16-Apr-2014,186.136283,849932116.0,158203204570.56,,,,,,,,,,
15-Apr-2014,184.203993,844832116.0,155621448996.92,,,,,,,,,,
14-Apr-2014,182.970079,848982116.0,155338324453.76,,,,,,,,,,
11-Apr-2014,181.4799,867032116.0,157348901338.86,,,,,,,,,,
10-Apr-2014,183.198274,878582116.0,160954727543.61,,,,,,,,,,
09-Apr-2014,187.100342,877682116.0,164214623937.14,,,,,,,,,,
08-Apr-2014,185.066742,877832116.0,162457529706.03,,,,,,,,,,
07-Apr-2014,184.316386,863832116.0,159218413610.18,,,,,,,,,,
04-Apr-2014,186.316301,863332116.0,160852846630.98,,,,,,,,,,
03-Apr-2014,188.674747,863682116.0,162955004639.99,,,,,,,,,,
02-Apr-2014,188.887179,862432116.0,162902369230.0,,,,,,,,,,
01-Apr-2014,188.316685,841482116.0,158465122384.02,,,,,,,,,,
31-Mar-2014,186.989813,840582116.0,157180292483.79,,,,,,,,,,
28-Mar-2014,185.513413,847432116.0,157210024179.89,,,,,,,,,,
27-Mar-2014,184.65181,856732116.0,158197135528.39,,,,,,,,,,
26-Mar-2014,184.972123,862332116.0,159507402540.47,,,,,,,,,,
25-Mar-2014,186.269224,862482116.0,160653874552.75,,,,,,,,,,
24-Mar-2014,185.434858,876582116.0,162548880232.9,,,,,,,,,,
21-Mar-2014,186.340256,851532116.0,158674712891.53,,,,,,,,,,
20-Mar-2014,187.713224,850432116.0,159637354338.66,,,,,,,,,,
19-Mar-2014,186.58907,860182116.0,160500580814.57,,,,,,,,,,
18-Mar-2014,187.73373,851682116.0,159889460262.88,,,,,,,,,,
17-Mar-2014,186.390595,852982116.0,158987844506.95,,,,,,,,,,
14-Mar-2014,184.624522,856382116.0,158109139034.61,,,,,,,,,,
13-Mar-2014,185.140862,857182116.0,158699435739.08,,,,,,,,,,
12-Mar-2014,187.298842,854082116.0,159968591426.36,,,,,,,,,,
11-Mar-2014,187.194039,857082116.0,160440662835.71,,,,,,,,,,
10-Mar-2014,188.138827,853982116.0,160667193960.19,,,,,,,,,,
07-Mar-2014,188.214343,845082116.0,159056574916.79,,,,,,,,,,
06-Mar-2014,188.100515,844932116.0,158932166541.75,,,,,,,,,,
05-Mar-2014,187.746611,850532116.0,159684522739.59,,,,,,,,,,
04-Mar-2014,187.72152,837632116.0,157241574043.87,,,,,,,,,,
03-Mar-2014,184.907071,849682116.0,157112231165.03,,,,,,,,,,
28-Feb-2014,186.267924,849182116.0,158175390007.72,,,,,,,,,,
27-Feb-2014,185.75124,848982116.0,157699480902.79,,,,,,,,,,
26-Feb-2014,184.814729,850232116.0,157135417956.55,,,,,,,,,,
25-Feb-2014,184.775684,846082116.0,156335401850.08,,,,,,,,,,
24-Feb-2014,185.020441,836732116.0,154812545453.12,,,,,,,,,,
21-Feb-2014,183.884552,845582116.0,155489488516.45,,,,,,,,,,
20-Feb-2014,184.21317,839632116.0,154671293613.33,,,,,,,,,,
19-Feb-2014,183.080714,848432116.0,155331557220.08,,,,,,,,,,
18-Feb-2014,184.270058,850932116.0,156801310228.7,,,,,,,,,,
14-Feb-2014,184.028734,843532116.0,155234147092.95,,,,,,,,,,
13-Feb-2014,183.137773,841132116.0,154043062418.09,,,,,,,,,,
12-Feb-2014,182.064944,836132116.0,152230346788.11,,,,,,,,,,
11-Feb-2014,182.024586,818832116.0,149047577086.28,,,,,,,,,,
10-Feb-2014,180.029848,803632116.0,144677767407.8,,,,,,,,,,
07-Feb-2014,179.744948,810832116.0,145742976629.58,,,,,,,,,,
06-Feb-2014,177.393499,812132116.0,144066957994.5,,,,,,,,,,
05-Feb-2014,175.131296,816482116.0,142991571409.42,,,,,,,,,,
04-Feb-2014,175.434017,824132116.0,144580807937.51,,,,,,,,,,
03-Feb-2014,174.09729,843582116.0,146865360161.58,,,,,,,,,,
31-Jan-2014,178.15796,867032116.0,154468673098.93,,,,,,,,,,
30-Jan-2014,179.315161,861532116.0,154485770460.69,,,,,,,,,,
29-Jan-2014,177.312289,877832116.0,155650422186.81,,,,,,,,,,
28-Jan-2014,179.118949,873232116.0,156412418931.84,,,,,,,,,,
27-Jan-2014,178.028708,874782116.0,155736329911.32,,,,,,,,,,
24-Jan-2014,178.89335,904532116.0,161814780549.13,,,,,,,,,,
23-Jan-2014,182.701467,912632116.0,166739226206.58,,,,,,,,,,
22-Jan-2014,184.33707,920432116.0,169669759621.76,,,,,,,,,,
21-Jan-2014,184.209922,928282116.0,170998776528.91,,,,,,,,,,
17-Jan-2014,183.697407,927732116.0,170421984334.35,,,,,,,,,,
16-Jan-2014,184.413998,933632116.0,172174830710.89,,,,,,,,,,
15-Jan-2014,184.657834,936532116.0,172937992167.86,,,,,,,,,,
14-Jan-2014,183.705563,936482116.0,172036974491.48,,,,,,,,,,
13-Jan-2014,181.74065,943432116.0,171459965745.41,,,,,,,,,,
10-Jan-2014,184.034274,940882116.0,173154557404.05,,,,,,,,,,
09-Jan-2014,183.611559,943932116.0,173316847802.84,,,,,,,,,,
08-Jan-2014,183.548301,944682116.0,173394796908.54,,,,,,,,,,
07-Jan-2014,183.533158,947882116.0,173967797989.08,,,,,,,,,,
06-Jan-2014,182.422859,954182116.0,174064629361.38,,,,,,,,,,
03-Jan-2014,182.879181,952482116.0,174189149716.93,,,,,,,,,,
02-Jan-2014,182.935913,955782116.0,174846873905.47,,,,,,,,,,
31-Dec-2013,184.542232,947482116.0,174850464355.56,,,,,,,,,,
30-Dec-2013,183.803583,945832116.0,173847331807.43,,,,,,,,,,
27-Dec-2013,183.82355,948982116.0,174445261331.49,,,,,,,,,,
26-Dec-2013,183.85253,948332116.0,174353258380.83,,,,,,,,,,
24-Dec-2013,182.984624,946182116.0,173136779099.03,,,,,,,,,,
23-Dec-2013,182.43261,941782116.0,171811769823.53,,,,,,,,,,
20-Dec-2013,181.439041,912832116.0,165623383478.65,,,,,,,,,,
19-Dec-2013,181.54997,929532116.0,168756527579.3,,,,,,,,,,
18-Dec-2013,181.63019,915132116.0,166215620019.38,,,,,,,,,,
17-Dec-2013,178.663608,925032116.0,165269575338.01,,,,,,,,,,
16-Dec-2013,179.215411,921632116.0,165170678213.56,,,,,,,,,,
13-Dec-2013,178.093755,923282116.0,164430779263.02,,,,,,,,,,
12-Dec-2013,178.110869,920732116.0,163992397549.4,,,,,,,,,,
11-Dec-2013,178.734261,923132116.0,164995336211.19,,,,,,,,,,
10-Dec-2013,180.751264,919282116.0,166161404197.67,,,,,,,,,,
09-Dec-2013,181.32428,912682116.0,165491427128.42,,,,,,,,,,
06-Dec-2013,180.990363,898232116.0,162571356289.52,,,,,,,,,,
05-Dec-2013,178.973313,889232116.0,159148818058.51,,,,,,,,,,
04-Dec-2013,179.743996,904982116.0,162665101993.71,,,,,,,,,,
03-Dec-2013,179.93239,906682116.0,163141479805.45,,,,,,,,,,
02-Dec-2013,180.496093,897732116.0,162037139624.38,,,,,,,,,,
29-Nov-2013,180.979607,903882116.0,163584229816.34,,,,,,,,,,
27-Nov-2013,181.11512,901932116.0,163353542995.5,,,,,,,,,,
26-Nov-2013,180.62625,890982116.0,160934758620.17,,,,,,,,,,
25-Nov-2013,180.580491,883732116.0,159584779376.48,,,,,,,,,,
22-Nov-2013,180.80475,882432116.0,159547918007.35,,,,,,,,,,
21-Nov-2013,179.891681,869832116.0,156475561102.84,,,,,,,,,,
20-Nov-2013,178.434829,875732116.0,156261110491.1,,,,,,,,,,
19-Nov-2013,179.075323,865482116.0,154986489091.67,,,,,,,,,,
18-Nov-2013,179.407379,863332116.0,154888152169.77,,,,,,,,,,
15-Nov-2013,180.062399,886632116.0,159649105979.68,,,,,,,,,,
14-Nov-2013,179.307903,883182116.0,158361533425.54,,,,,,,,,,
13-Nov-2013,178.414735,884082116.0,157733276541.94,,,,,,,,,,
12-Nov-2013,176.934807,883432116.0,156309890710.5,,,,,,,,,,
11-Nov-2013,177.342417,885932116.0,157113343143.59,,,,,,,,,,
08-Nov-2013,177.214575,878582116.0,155697556191.75,,,,,,,,,,
07-Nov-2013,174.872935,885032116.0,154768163478.17,,,,,,,,,,
06-Nov-2013,177.161616,875182116.0,155048678101.95,,,,,,,,,,
05-Nov-2013,176.315014,874232116.0,154140247939.31,,,,,,,,,,
04-Nov-2013,176.790763,867882116.0,153433541764.73,,,,,,,,,,
01-Nov-2013,176.162691,892782116.0,157274900314.68,,,,,,,,,,
31-Oct-2013,175.6549,895132116.0,157234342690.61,,,,,,,,,,
30-Oct-2013,176.314912,901282116.0,158909476875.81,,,,,,,,,,
29-Oct-2013,177.162299,893532116.0,158300203840.17,,,,,,,,,,
28-Oct-2013,176.170902,891782116.0,157106059659.37,,,,,,,,,,
25-Oct-2013,175.936096,894732116.0,157415675716.67,,,,,,,,,,
24-Oct-2013,175.169754,894732116.0,156730004971.61,,,,,,,,,,
23-Oct-2013,174.59957,893832116.0,156062703325.64,,,,,,,,,,
22-Oct-2013,175.425417,901082116.0,158072705695.21,,,,,,,,,,
21-Oct-2013,174.426665,903732116.0,157634978625.61,,,,,,,,,,
18-Oct-2013,174.409021,911482116.0,158970703466.22,,,,,,,,,,
17-Oct-2013,173.273505,907132116.0,157181961176.07,,,,,,,,,,
16-Oct-2013,172.107592,877232116.0,150978307040.22,,,,,,,,,,
15-Oct-2013,169.745221,880832116.0,149517042354.78,,,,,,,,,,
14-Oct-2013,170.951466,871032116.0,148904217260.83,,,,,,,,,,
11-Oct-2013,170.257677,865882116.0,147423077755.74,,,,,,,,,,
10-Oct-2013,169.196754,845382116.0,143035909972.49,,,,,,,,,,
09-Oct-2013,165.560664,849182116.0,140591155341.6,,,,,,,,,,
08-Oct-2013,165.449912,864282116.0,142995400414.74,,,,,,,,,,
07-Oct-2013,167.462515,871032116.0,145865228425.8,,,,,,,,,,
04-Oct-2013,168.898377,880082116.0,148644441348.09,,,,,,,,,,
03-Oct-2013,167.711414,886582116.0,148689939928.81,,,,,,,,,,
02-Oct-2013,169.22945,870482116.0,147311210039.98,,,,,,,,,,
01-Oct-2013,169.309989,861082116.0,145789803598.29,,,,,,,,,,
30-Sep-2013,167.956165,867882116.0,145766151850.16,,,,,,,,,,
27-Sep-2013,168.966559,868332116.0,146719089585.73,,,,,,,,,,
26-Sep-2013,169.648709,868332116.0,147311422458.29,,,,,,,,,,
25-Sep-2013,169.027907,875182116.0,147930200881.05,,,,,,,,,,
24-Sep-2013,169.48525,883132116.0,149677867186.55,,,,,,,,,,
23-Sep-2013,169.909435,889832116.0,151190872093.34,,,,,,,,,,
20-Sep-2013,170.714543,880732116.0,150353780633.48,,,,,,,,,,
19-Sep-2013,172.792028,901032116.0,155691166759.59,,,,,,,,,,
18-Sep-2013,173.08343,876532116.0,151713185297.9,,,,,,,,,,
17-Sep-2013,171.011492,865982116.0,148092893342.54,,,,,,,,,,
16-Sep-2013,170.294843,845182116.0,143930155409.82,,,,,,,,,,
13-Sep-2013,169.33545,846482116.0,143339429960.86,,,,,,,,,,
12-Sep-2013,168.879476,853932116.0,144211608034.18,,,,,,,,,,
11-Sep-2013,169.401801,841932116.0,142624816386.68,,,,,,,,,,
10-Sep-2013,168.865365,836932116.0,141328847637.98,,,,,,,,,,
09-Sep-2013,167.640139,808882116.0,135601110241.2,,,,,,,,,,
06-Sep-2013,165.981929,818332116.0,135828343020.91,,,,,,,,,,
05-Sep-2013,165.953964,815732116.0,135373978453.62,,,,,,,,,,
04-Sep-2013,165.749877,819182116.0,135779335041.14,,,,,,,,,,
03-Sep-2013,164.38519,818732116.0,134587434604.11,,,,,,,,,,
30-Aug-2013,163.694732,829182116.0,135732743988.2,,,,,,,,,,
29-Aug-2013,164.200223,835382116.0,137169929756.75,,,,,,,,,,
28-Aug-2013,163.856367,837532116.0,137234969801.93,,,,,,,,,,
27-Aug-2013,163.378824,853832116.0,139498087121.39,,,,,,,,,,
26-Aug-2013,166.002799,850432116.0,141174111547.58,,,,,,,,,,
23-Aug-2013,166.671054,852682116.0,142117426619.33,,,,,,,,,,
22-Aug-2013,165.99476,854432116.0,141831253980.21,,,,,,,,,,
21-Aug-2013,164.580749,845532116.0,139158309244.21,,,,,,,,,,
20-Aug-2013,165.525595,841082116.0,139220618070.0,,,,,,,,,,
19-Aug-2013,164.892043,846932116.0,139652366678.03,,,,,,,,,,
16-Aug-2013,165.855806,884632116.0,146721372421.03,,,,,,,,,,
15-Aug-2013,166.395694,903932116.0,150410411417.21,,,,,,,,,,
14-Aug-2013,168.769124,907932116.0,153230908161.71,,,,,,,,,,
13-Aug-2013,169.610632,919082116.0,155886098517.02,,,,,,,,,,
12-Aug-2013,169.105091,918082116.0,155252360000.33,,,,,,,,,,
09-Aug-2013,169.294587,922632116.0,156196622916.86,,,,,,,,,,
08-Aug-2013,169.868709,915932116.0,155588206157.11,,,,,,,,,,
07-Aug-2013,169.175127,918682116.0,155418163749.09,,,,,,,,,,
06-Aug-2013,169.766096,923782116.0,156826883181.03,,,,,,,,,,
05-Aug-2013,170.735514,920682116.0,157193133855.38,,,,,,,,,,
02-Aug-2013,170.97136,920532116.0,157384627389.46,,,,,,,,,,
01-Aug-2013,170.689939,917182116.0,156553759811.15,,,,,,,,,,
31-Jul-2013,168.56466,914182116.0,154098797731.26,,,,,,,,,,
30-Jul-2013,168.562348,909882116.0,153371866235.16,,,,,,,,,,
29-Jul-2013,168.493646,904732116.0,152441613238.39,,,,,,,,,,
26-Jul-2013,169.114279,909682116.0,153840235484.85,,,,,,,,,,
25-Jul-2013,168.975717,897082116.0,151585093974.79,,,,,,,,,,
24-Jul-2013,168.543138,897432116.0,151256024551.76,,,,,,,,,,
23-Jul-2013,169.184204,902082116.0,152618044828.45,,,,,,,,,,
22-Jul-2013,169.498023,897932116.0,152197718497.9,,,,,,,,,,
19-Jul-2013,169.151978,921432116.0,155862064975.93,,,,,,,,,,
18-Jul-2013,168.877172,913282116.0,154232500895.5,,,,,,,,,,
17-Jul-2013,168.015188,904932116.0,152042339293.35,,,,,,,,,,
16-Jul-2013,167.533168,893282116.0,149654383136.56,,,,,,,,,,
15-Jul-2013,168.156051,885532116.0,148907583353.83,,,,,,,,,,
12-Jul-2013,167.925836,891182116.0,149652501731.83,,,,,,,,,,
11-Jul-2013,167.411898,868782116.0,145444463024.61,,,,,,,,,,
10-Jul-2013,165.16115,866132116.0,143051376492.01,,,,,,,,,,
09-Jul-2013,165.123944,857532116.0,141599085052.14,,,,,,,,,,
08-Jul-2013,163.939887,852682116.0,139788609940.28,,,,,,,,,,
05-Jul-2013,163.035628,840832116.0,137085592442.04,,,,,,,,,,
03-Jul-2013,161.391277,832682116.0,134387629988.07,,,,,,,,,,
02-Jul-2013,161.258414,821332116.0,132446714767.09,,,,,,,,,,
01-Jul-2013,161.311939,831182116.0,134079598750.84,,,,,,,,,,
28-Jun-2013,160.426355,831132116.0,133335496237.06,,,,,,,,,,
27-Jun-2013,161.116832,833282116.0,134255774334.41,,,,,,,,,,
26-Jun-2013,160.111561,839732116.0,134450819821.96,,,,,,,,,,
25-Jun-2013,158.55922,839382116.0,133091773739.98,,,,,,,,,,
24-Jun-2013,157.0534,824582116.0,129503424745.36,,,,,,,,,,
21-Jun-2013,158.983827,841132116.0,133726402863.25,,,,,,,,,,
20-Jun-2013,159.400587,857432116.0,136675182391.65,,,,,,,,,,
19-Jun-2013,163.442462,857532116.0,140157160309.24,,,,,,,,,,
18-Jun-2013,165.725415,850482116.0,140946501631.49,,,,,,,,,,
17-Jun-2013,164.44843,855232116.0,140641578369.71,,,,,,,,,,
14-Jun-2013,163.217783,857432116.0,139948168815.81,,,,,,,,,,
13-Jun-2013,164.179994,844932116.0,138720950057.42,,,,,,,,,,
12-Jun-2013,161.777186,842782116.0,136342918815.07,,,,,,,,,,
11-Jun-2013,163.098067,846482116.0,138059596645.06,,,,,,,,,,
10-Jun-2013,164.762348,847532116.0,139641381357.27,,,,,,,,,,
07-Jun-2013,164.809718,833482116.0,137365952498.88,,,,,,,,,,
06-Jun-2013,162.729278,829332116.0,134956616718.94,,,,,,,,,,
05-Jun-2013,161.343319,835532116.0,134807525001.3,,,,,,,,,,
04-Jun-2013,163.548326,843732116.0,137990975398.03,,,,,,,,,,
03-Jun-2013,164.444402,841482116.0,138377022986.48,,,,,,,,,,
31-May-2013,163.462307,847332116.0,138506862221.86,,,,,,,,,,
30-May-2013,165.825431,848132116.0,140641873961.56,,,,,,,,,,
29-May-2013,165.194639,851832116.0,140718098631.06,,,,,,,,,,
28-May-2013,166.337515,848832116.0,141192625007.61,,,,,,,,,,
24-May-2013,165.290261,847582116.0,140097069492.49,,,,,,,,,,
23-May-2013,165.379085,848932116.0,140395616427.74,,,,,,,,,,
22-May-2013,165.839275,857732116.0,142245672273.23,,,,,,,,,,
21-May-2013,167.198248,855432116.0,143026750970.73,,,,,,,,,,
20-May-2013,166.907202,864232116.0,144246564684.54,,,,,,,,,,
17-May-2013,167.02218,862432116.0,144045292247.85,,,,,,,,,,
16-May-2013,165.323329,865332116.0,143059585992.79,,,,,,,,,,
15-May-2013,166.145863,860182116.0,142915700092.54,,,,,,,,,,
14-May-2013,165.252039,851632116.0,140733943300.78,,,,,,,,,,
13-May-2013,163.563051,849832116.0,139001133516.74,,,,,,,,,,
10-May-2013,163.540599,853682116.0,139611684422.24,,,,,,,,,,
09-May-2013,162.83855,847482116.0,138002758570.55,,,,,,,,,,
08-May-2013,163.364159,848182116.0,138562558372.21,,,,,,,,,,
07-May-2013,162.622542,840032116.0,136608157817.19,,,,,,,,,,
06-May-2013,161.769109,821832116.0,132947049382.99,,,,,,,,,,
03-May-2013,161.461292,816782116.0,131878696085.51,,,,,,,,,,
02-May-2013,159.764977,816682116.0,130477199800.71,,,,,,,,,,
01-May-2013,158.265815,814882116.0,128967982580.06,,,,,,,,,,
30-Apr-2013,159.742878,827282116.0,132152426193.81,,,,,,,,,,
29-Apr-2013,159.346108,824082116.0,131314277584.46,,,,,,,,,,
26-Apr-2013,158.208403,820432116.0,129799255144.98,,,,,,,,,,
25-Apr-2013,158.493864,822732116.0,130397991769.64,,,,,,,,,,
24-Apr-2013,157.853707,817582116.0,129058367726.65,,,,,,,,,,
23-Apr-2013,157.834008,813232116.0,128355683937.53,,,,,,,,,,
22-Apr-2013,156.209781,819382116.0,127995501238.08,,,,,,,,,,
19-Apr-2013,155.483944,833582116.0,129608634700.95,,,,,,,,,,
18-Apr-2013,154.117067,828982116.0,127760291982.24,,,,,,,,,,
17-Apr-2013,155.151616,835282116.0,129595369718.66,,,,,,,,,,
16-Apr-2013,157.40307,847732116.0,133435637997.65,,,,,,,,,,
15-Apr-2013,155.187255,845332116.0,131184770749.53,,,,,,,,,,
12-Apr-2013,158.829778,844282116.0,134097140848.24,,,,,,,,,,
11-Apr-2013,159.278423,839932116.0,133783062622.72,,,,,,,,,,
10-Apr-2013,158.701943,835832116.0,132648180740.53,,,,,,,,,,
09-Apr-2013,156.782935,838532116.0,131467526502.23,,,,,,,,,,
